Timestamp,Flow,Height,Temp
2020-01-01 16:15:00,16200.0,11.28,
2020-01-01 16:30:00,16200.0,11.27,
2020-01-01 16:45:00,16100.0,11.25,
2020-01-01 17:00:00,16000.0,11.23,
2020-01-01 17:15:00,15800.0,11.18,
2020-01-01 17:30:00,15600.0,11.13,
2020-01-01 17:45:00,15600.0,11.13,
2020-01-01 18:00:00,15500.0,11.12,
2020-01-01 18:15:00,15300.0,11.06,
2020-01-01 18:30:00,15300.0,11.05,
2020-01-01 18:45:00,15100.0,11.01,
2020-01-01 19:00:00,14900.0,10.97,
2020-01-01 19:15:00,15000.0,10.99,
2020-01-01 19:30:00,14900.0,10.96,
2020-01-01 19:45:00,14800.0,10.94,
2020-01-01 20:00:00,14700.0,10.9,
2020-01-01 20:15:00,14700.0,10.91,
2020-01-01 20:30:00,14600.0,10.89,
2020-01-01 20:45:00,14600.0,10.88,
2020-01-01 21:00:00,14600.0,10.89,
2020-01-01 21:15:00,14500.0,10.86,
2020-01-01 21:30:00,14600.0,10.87,
2020-01-01 21:45:00,14600.0,10.87,
2020-01-01 22:00:00,14500.0,10.86,
2020-01-01 22:15:00,14600.0,10.88,
2020-01-01 22:30:00,14500.0,10.86,
2020-01-01 22:45:00,14500.0,10.86,
2020-01-01 23:00:00,14600.0,10.88,
2020-01-01 23:15:00,14600.0,10.88,
2020-01-01 23:30:00,14500.0,10.85,
2020-01-01 23:45:00,14500.0,10.86,
2020-01-02 00:00:00,14400.0,10.84,
2020-01-02 00:15:00,14400.0,10.84,
2020-01-02 00:30:00,14400.0,10.83,
2020-01-02 00:45:00,14400.0,10.82,
2020-01-02 01:00:00,14300.0,10.81,
2020-01-02 01:15:00,14300.0,10.81,
2020-01-02 01:30:00,14200.0,10.79,
2020-01-02 01:45:00,14200.0,10.78,
2020-01-02 02:00:00,14100.0,10.76,
2020-01-02 02:15:00,14100.0,10.75,
2020-01-02 02:30:00,14000.0,10.73,
2020-01-02 02:45:00,13900.0,10.7,
2020-01-02 03:00:00,13700.0,10.66,
2020-01-02 03:15:00,13800.0,10.67,
2020-01-02 03:30:00,13700.0,10.64,
2020-01-02 03:45:00,13600.0,10.61,
2020-01-02 04:00:00,13500.0,10.59,
2020-01-02 04:15:00,13400.0,10.56,
2020-01-02 04:30:00,13300.0,10.53,
2020-01-02 04:45:00,13200.0,10.51,
2020-01-02 05:00:00,13100.0,10.48,
2020-01-02 05:15:00,13000.0,10.45,
2020-01-02 05:30:00,12900.0,10.43,
2020-01-02 05:45:00,12800.0,10.41,
2020-01-02 06:00:00,12700.0,10.38,
2020-01-02 06:15:00,12600.0,10.34,
2020-01-02 06:30:00,12500.0,10.32,
2020-01-02 06:45:00,12400.0,10.29,
2020-01-02 07:00:00,12300.0,10.26,
2020-01-02 07:15:00,12200.0,10.24,
2020-01-02 07:30:00,12100.0,10.2,
2020-01-02 07:45:00,12000.0,10.17,
2020-01-02 08:00:00,11900.0,10.14,
2020-01-02 08:15:00,11800.0,10.11,
2020-01-02 08:30:00,11700.0,10.1,
2020-01-02 08:45:00,11600.0,10.06,
2020-01-02 09:00:00,11600.0,10.05,
2020-01-02 09:15:00,11500.0,10.02,
2020-01-02 09:30:00,11400.0,9.99,
2020-01-02 09:45:00,11200.0,9.95,
2020-01-02 10:00:00,11200.0,9.94,
2020-01-02 10:15:00,11100.0,9.92,
2020-01-02 10:30:00,11000.0,9.89,
2020-01-02 10:45:00,11000.0,9.87,
2020-01-02 11:00:00,10900.0,9.86,
2020-01-02 11:15:00,10800.0,9.82,
2020-01-02 11:30:00,10700.0,9.78,
2020-01-02 11:45:00,10700.0,9.78,
2020-01-02 12:00:00,10600.0,9.75,
2020-01-02 12:15:00,10500.0,9.73,
2020-01-02 12:30:00,10400.0,9.69,
2020-01-02 12:45:00,10400.0,9.69,
2020-01-02 13:00:00,10300.0,9.66,
2020-01-02 13:15:00,10200.0,9.65,
2020-01-02 13:30:00,10100.0,9.62,
2020-01-02 13:45:00,10100.0,9.6,
2020-01-02 14:00:00,10000.0,9.59,
2020-01-02 14:15:00,9990.0,9.57,
2020-01-02 14:30:00,9920.0,9.55,
2020-01-02 14:45:00,9860.0,9.53,
2020-01-02 15:00:00,9800.0,9.51,
2020-01-02 15:15:00,9770.0,9.5,
2020-01-02 15:30:00,9680.0,9.47,
2020-01-02 15:45:00,9680.0,9.47,
2020-01-02 16:00:00,9610.0,9.45,
2020-01-02 16:15:00,9550.0,9.43,
2020-01-02 16:30:00,9520.0,9.42,
2020-01-02 16:45:00,9490.0,9.41,
2020-01-02 17:00:00,9430.0,9.39,
2020-01-02 17:15:00,9370.0,9.37,
2020-01-02 17:30:00,9340.0,9.36,
2020-01-02 17:45:00,9280.0,9.34,
2020-01-02 18:00:00,9250.0,9.33,
2020-01-02 18:15:00,9220.0,9.32,
2020-01-02 18:30:00,9160.0,9.3,
2020-01-02 18:45:00,9130.0,9.29,
2020-01-02 19:00:00,9040.0,9.26,
2020-01-02 19:15:00,9010.0,9.25,
2020-01-02 19:30:00,9010.0,9.25,
2020-01-02 19:45:00,8950.0,9.23,
2020-01-02 20:00:00,8920.0,9.22,
2020-01-02 20:15:00,8830.0,9.19,
2020-01-02 20:30:00,8860.0,9.2,
2020-01-02 20:45:00,8860.0,9.2,
2020-01-02 21:00:00,8780.0,9.17,
2020-01-02 21:15:00,8780.0,9.17,
2020-01-02 21:30:00,8750.0,9.16,
2020-01-02 21:45:00,8780.0,9.17,
2020-01-02 22:00:00,8750.0,9.16,
2020-01-02 22:15:00,8720.0,9.15,
2020-01-02 22:30:00,8720.0,9.15,
2020-01-02 22:45:00,8720.0,9.15,
2020-01-02 23:00:00,8690.0,9.14,
2020-01-02 23:15:00,8750.0,9.16,
2020-01-02 23:30:00,8720.0,9.15,
2020-01-02 23:45:00,8750.0,9.16,
2020-01-03 00:00:00,8750.0,9.16,
2020-01-03 00:15:00,8720.0,9.15,
2020-01-03 00:30:00,8750.0,9.16,
2020-01-03 00:45:00,8720.0,9.15,
2020-01-03 01:00:00,8690.0,9.14,
2020-01-03 01:15:00,8660.0,9.13,
2020-01-03 01:30:00,8630.0,9.12,
2020-01-03 01:45:00,8660.0,9.13,
2020-01-03 02:00:00,8660.0,9.13,
2020-01-03 02:15:00,8630.0,9.12,
2020-01-03 02:30:00,8660.0,9.13,
2020-01-03 02:45:00,8660.0,9.13,
2020-01-03 03:00:00,8630.0,9.12,
2020-01-03 03:15:00,8690.0,9.14,
2020-01-03 03:30:00,8750.0,9.16,
2020-01-03 03:45:00,8690.0,9.14,
2020-01-03 04:00:00,8720.0,9.15,
2020-01-03 04:15:00,8780.0,9.17,
2020-01-03 04:30:00,8810.0,9.18,
2020-01-03 04:45:00,8890.0,9.21,
2020-01-03 05:00:00,8890.0,9.21,
2020-01-03 05:15:00,9010.0,9.25,
2020-01-03 05:30:00,9040.0,9.26,
2020-01-03 05:45:00,9070.0,9.27,
2020-01-03 06:00:00,9160.0,9.3,
2020-01-03 06:15:00,9190.0,9.31,
2020-01-03 06:30:00,9250.0,9.33,
2020-01-03 06:45:00,9340.0,9.36,
2020-01-03 07:00:00,9430.0,9.39,
2020-01-03 07:15:00,9550.0,9.43,
2020-01-03 07:30:00,9650.0,9.46,
2020-01-03 07:45:00,9740.0,9.49,
2020-01-03 08:00:00,9770.0,9.5,
2020-01-03 08:15:00,9860.0,9.53,
2020-01-03 08:30:00,9990.0,9.57,
2020-01-03 08:45:00,9960.0,9.56,
2020-01-03 09:00:00,10100.0,9.6,
2020-01-03 09:15:00,10200.0,9.63,
2020-01-03 09:30:00,10300.0,9.66,
2020-01-03 09:45:00,10400.0,9.7,
2020-01-03 10:00:00,10400.0,9.7,
2020-01-03 10:15:00,10500.0,9.73,
2020-01-03 10:30:00,10500.0,9.74,
2020-01-03 10:45:00,10600.0,9.76,
2020-01-03 11:00:00,10600.0,9.77,
2020-01-03 11:15:00,10700.0,9.78,
2020-01-03 11:30:00,10700.0,9.8,
2020-01-03 11:45:00,10700.0,9.79,
2020-01-03 12:00:00,10700.0,9.8,
2020-01-03 12:15:00,10700.0,9.8,
2020-01-03 12:30:00,10700.0,9.8,
2020-01-03 12:45:00,10700.0,9.8,
2020-01-03 13:00:00,10700.0,9.8,
2020-01-03 13:15:00,10800.0,9.81,
2020-01-03 13:30:00,10700.0,9.8,
2020-01-03 13:45:00,10800.0,9.81,
2020-01-03 14:00:00,10700.0,9.79,
2020-01-03 14:15:00,10700.0,9.79,
2020-01-03 14:30:00,10700.0,9.78,
2020-01-03 14:45:00,10600.0,9.76,
2020-01-03 15:00:00,10600.0,9.77,
2020-01-03 15:15:00,10600.0,9.75,
2020-01-03 15:30:00,10600.0,9.75,
2020-01-03 15:45:00,10500.0,9.73,
2020-01-03 16:00:00,10500.0,9.73,
2020-01-03 16:15:00,10500.0,9.72,
2020-01-03 16:30:00,10500.0,9.72,
2020-01-03 16:45:00,10400.0,9.7,
2020-01-03 17:00:00,10300.0,9.68,
2020-01-03 17:15:00,10300.0,9.67,
2020-01-03 17:30:00,10200.0,9.65,
2020-01-03 17:45:00,10300.0,9.66,
2020-01-03 18:00:00,10200.0,9.64,
2020-01-03 18:15:00,10200.0,9.63,
2020-01-03 18:30:00,10100.0,9.61,
2020-01-03 18:45:00,10200.0,9.63,
2020-01-03 19:00:00,10100.0,9.6,
2020-01-03 19:15:00,10000.0,9.58,
2020-01-03 19:30:00,9990.0,9.57,
2020-01-03 19:45:00,9990.0,9.57,
2020-01-03 20:00:00,9920.0,9.55,
2020-01-03 20:15:00,9920.0,9.55,
2020-01-03 20:30:00,9860.0,9.53,
2020-01-03 20:45:00,9830.0,9.52,
2020-01-03 21:00:00,9740.0,9.49,
2020-01-03 21:15:00,9770.0,9.5,
2020-01-03 21:30:00,9770.0,9.5,
2020-01-03 21:45:00,9740.0,9.49,
2020-01-03 22:00:00,9740.0,9.49,
2020-01-03 22:15:00,9710.0,9.48,
2020-01-03 22:30:00,9610.0,9.45,
2020-01-03 22:45:00,9610.0,9.45,
2020-01-03 23:00:00,9650.0,9.46,
2020-01-03 23:15:00,9680.0,9.47,
2020-01-03 23:30:00,9610.0,9.45,
2020-01-03 23:45:00,9610.0,9.45,
2020-01-04 00:00:00,9610.0,9.45,
2020-01-04 00:15:00,9680.0,9.47,
2020-01-04 00:30:00,9680.0,9.47,
2020-01-04 00:45:00,9680.0,9.47,
2020-01-04 01:00:00,9740.0,9.49,
2020-01-04 01:15:00,9740.0,9.49,
2020-01-04 01:30:00,9770.0,9.5,
2020-01-04 01:45:00,9800.0,9.51,
2020-01-04 02:00:00,9860.0,9.53,
2020-01-04 02:15:00,9960.0,9.56,
2020-01-04 02:30:00,9960.0,9.56,
2020-01-04 02:45:00,10100.0,9.6,
2020-01-04 03:00:00,10100.0,9.62,
2020-01-04 03:15:00,10200.0,9.64,
2020-01-04 03:30:00,10200.0,9.65,
2020-01-04 03:45:00,10400.0,9.7,
2020-01-04 04:00:00,10500.0,9.72,
2020-01-04 04:15:00,10500.0,9.74,
2020-01-04 04:30:00,10600.0,9.75,
2020-01-04 04:45:00,10700.0,9.8,
2020-01-04 05:00:00,10800.0,9.82,
2020-01-04 05:15:00,10800.0,9.83,
2020-01-04 05:30:00,10900.0,9.86,
2020-01-04 05:45:00,11100.0,9.9,
2020-01-04 06:00:00,11100.0,9.9,
2020-01-04 06:15:00,11100.0,9.92,
2020-01-04 06:30:00,11200.0,9.94,
2020-01-04 06:45:00,11300.0,9.96,
2020-01-04 07:00:00,11300.0,9.98,
2020-01-04 07:15:00,11400.0,10.0,
2020-01-04 07:30:00,11400.0,9.99,
2020-01-04 07:45:00,11300.0,9.97,
2020-01-04 08:00:00,11300.0,9.98,
2020-01-04 08:15:00,11300.0,9.98,
2020-01-04 08:30:00,11300.0,9.97,
2020-01-04 08:45:00,11200.0,9.95,
2020-01-04 09:00:00,11100.0,9.92,
2020-01-04 09:15:00,11100.0,9.91,
2020-01-04 09:30:00,11000.0,9.89,
2020-01-04 09:45:00,11000.0,9.87,
2020-01-04 10:00:00,10900.0,9.84,
2020-01-04 10:15:00,10900.0,9.84,
2020-01-04 10:30:00,10800.0,9.82,
2020-01-04 10:45:00,10700.0,9.79,
2020-01-04 11:00:00,10700.0,9.79,
2020-01-04 11:15:00,10600.0,9.77,
2020-01-04 11:30:00,10600.0,9.75,
2020-01-04 11:45:00,10500.0,9.72,
2020-01-04 12:00:00,10400.0,9.71,
2020-01-04 12:15:00,10400.0,9.7,
2020-01-04 12:30:00,10400.0,9.69,
2020-01-04 12:45:00,10300.0,9.67,
2020-01-04 13:00:00,10200.0,9.65,
2020-01-04 13:15:00,10100.0,9.62,
2020-01-04 13:30:00,10100.0,9.62,
2020-01-04 13:45:00,10100.0,9.6,
2020-01-04 14:00:00,10000.0,9.58,
2020-01-04 14:15:00,9990.0,9.57,
2020-01-04 14:30:00,9960.0,9.56,
2020-01-04 14:45:00,9860.0,9.53,
2020-01-04 15:00:00,9830.0,9.52,
2020-01-04 15:15:00,9830.0,9.52,
2020-01-04 15:30:00,9740.0,9.49,
2020-01-04 15:45:00,9710.0,9.48,
2020-01-04 16:00:00,9680.0,9.47,
2020-01-04 16:15:00,9520.0,9.42,
2020-01-04 16:30:00,9550.0,9.43,
2020-01-04 16:45:00,9550.0,9.43,
2020-01-04 17:00:00,9460.0,9.4,
2020-01-04 17:15:00,9460.0,9.4,
2020-01-04 17:30:00,9400.0,9.38,
2020-01-04 17:45:00,9340.0,9.36,
2020-01-04 18:00:00,9310.0,9.35,
2020-01-04 18:15:00,9280.0,9.34,
2020-01-04 18:30:00,9280.0,9.34,
2020-01-04 18:45:00,9220.0,9.32,
2020-01-04 19:00:00,9220.0,9.32,
2020-01-04 19:15:00,9190.0,9.31,
2020-01-04 19:30:00,9100.0,9.28,
2020-01-04 19:45:00,9070.0,9.27,
2020-01-04 20:00:00,9040.0,9.26,
2020-01-04 20:15:00,8980.0,9.24,
2020-01-04 20:30:00,8980.0,9.24,
2020-01-04 20:45:00,8920.0,9.22,
2020-01-04 21:00:00,8860.0,9.2,
2020-01-04 21:15:00,8830.0,9.19,
2020-01-04 21:30:00,8830.0,9.19,
2020-01-04 21:45:00,8780.0,9.17,
2020-01-04 22:00:00,8750.0,9.16,
2020-01-04 22:15:00,8720.0,9.15,
2020-01-04 22:30:00,8690.0,9.14,
2020-01-04 22:45:00,8630.0,9.12,
2020-01-04 23:00:00,8570.0,9.1,
2020-01-04 23:15:00,8570.0,9.1,
2020-01-04 23:30:00,8570.0,9.1,
2020-01-04 23:45:00,8520.0,9.08,
2020-01-05 00:00:00,8460.0,9.06,
2020-01-05 00:15:00,8430.0,9.05,
2020-01-05 00:30:00,8400.0,9.04,
2020-01-05 00:45:00,8400.0,9.04,
2020-01-05 01:00:00,8350.0,9.02,
2020-01-05 01:15:00,8350.0,9.02,
2020-01-05 01:30:00,8260.0,8.99,
2020-01-05 01:45:00,8230.0,8.98,
2020-01-05 02:00:00,8230.0,8.98,
2020-01-05 02:15:00,8200.0,8.97,
2020-01-05 02:30:00,8150.0,8.95,
2020-01-05 02:45:00,8120.0,8.94,
2020-01-05 03:00:00,8090.0,8.93,
2020-01-05 03:15:00,8070.0,8.92,
2020-01-05 03:30:00,8070.0,8.92,
2020-01-05 03:45:00,8010.0,8.9,
2020-01-05 04:00:00,8010.0,8.9,
2020-01-05 04:15:00,7950.0,8.88,
2020-01-05 04:30:00,7930.0,8.87,
2020-01-05 04:45:00,7930.0,8.87,
2020-01-05 05:00:00,7900.0,8.86,
2020-01-05 05:15:00,7870.0,8.85,
2020-01-05 05:30:00,7840.0,8.84,
2020-01-05 05:45:00,7820.0,8.83,
2020-01-05 06:00:00,7760.0,8.81,
2020-01-05 06:15:00,7760.0,8.81,
2020-01-05 06:30:00,7710.0,8.79,
2020-01-05 06:45:00,7710.0,8.79,
2020-01-05 07:00:00,7660.0,8.77,
2020-01-05 07:15:00,7630.0,8.76,
2020-01-05 07:30:00,7570.0,8.74,
2020-01-05 07:45:00,7600.0,8.75,
2020-01-05 08:00:00,7520.0,8.72,
2020-01-05 08:15:00,7520.0,8.72,
2020-01-05 08:30:00,7490.0,8.71,
2020-01-05 08:45:00,7470.0,8.7,
2020-01-05 09:00:00,7410.0,8.68,
2020-01-05 09:15:00,7410.0,8.68,
2020-01-05 09:30:00,7410.0,8.68,
2020-01-05 09:45:00,7360.0,8.66,
2020-01-05 10:00:00,7310.0,8.64,
2020-01-05 10:15:00,7340.0,8.65,
2020-01-05 10:30:00,7280.0,8.63,
2020-01-05 10:45:00,7310.0,8.64,
2020-01-05 11:00:00,7310.0,8.64,
2020-01-05 11:15:00,7230.0,8.61,
2020-01-05 11:30:00,7230.0,8.61,
2020-01-05 11:45:00,7260.0,8.62,
2020-01-05 12:00:00,7260.0,8.62,
2020-01-05 12:15:00,7230.0,8.61,
2020-01-05 12:30:00,7230.0,8.61,
2020-01-05 12:45:00,7200.0,8.6,
2020-01-05 13:00:00,7200.0,8.6,
2020-01-05 13:15:00,7200.0,8.6,
2020-01-05 13:30:00,7200.0,8.6,
2020-01-05 13:45:00,7180.0,8.59,
2020-01-05 14:00:00,7200.0,8.6,
2020-01-05 14:15:00,7230.0,8.61,
2020-01-05 14:30:00,7200.0,8.6,
2020-01-05 14:45:00,7200.0,8.6,
2020-01-05 15:00:00,7230.0,8.61,
2020-01-05 15:15:00,7200.0,8.6,
2020-01-05 15:30:00,7180.0,8.59,
2020-01-05 15:45:00,7230.0,8.61,
2020-01-05 16:00:00,7230.0,8.61,
2020-01-05 16:15:00,7230.0,8.61,
2020-01-05 16:30:00,7200.0,8.6,
2020-01-05 16:45:00,7200.0,8.6,
2020-01-05 17:00:00,7180.0,8.59,
2020-01-05 17:15:00,7180.0,8.59,
2020-01-05 17:30:00,7180.0,8.59,
2020-01-05 17:45:00,7150.0,8.58,
2020-01-05 18:00:00,7130.0,8.57,
2020-01-05 18:15:00,7100.0,8.56,
2020-01-05 18:30:00,7130.0,8.57,
2020-01-05 18:45:00,7100.0,8.56,
2020-01-05 19:00:00,7130.0,8.57,
2020-01-05 19:15:00,7130.0,8.57,
2020-01-05 19:30:00,7130.0,8.57,
2020-01-05 19:45:00,7130.0,8.57,
2020-01-05 20:00:00,7100.0,8.56,
2020-01-05 20:15:00,7100.0,8.56,
2020-01-05 20:30:00,7080.0,8.55,
2020-01-05 20:45:00,7020.0,8.53,
2020-01-05 21:00:00,7020.0,8.53,
2020-01-05 21:15:00,7000.0,8.52,
2020-01-05 21:30:00,6970.0,8.51,
2020-01-05 21:45:00,6970.0,8.51,
2020-01-05 22:00:00,6920.0,8.49,
2020-01-05 22:15:00,6970.0,8.51,
2020-01-05 22:30:00,6920.0,8.49,
2020-01-05 22:45:00,6920.0,8.49,
2020-01-05 23:00:00,6850.0,8.46,
2020-01-05 23:15:00,6900.0,8.48,
2020-01-05 23:30:00,6870.0,8.47,
2020-01-05 23:45:00,6850.0,8.46,
2020-01-06 00:00:00,6850.0,8.46,
2020-01-06 00:15:00,6870.0,8.47,
2020-01-06 00:30:00,6850.0,8.46,
2020-01-06 00:45:00,6820.0,8.45,
2020-01-06 01:00:00,6820.0,8.45,
2020-01-06 01:15:00,6820.0,8.45,
2020-01-06 01:30:00,6870.0,8.47,
2020-01-06 01:45:00,6820.0,8.45,
2020-01-06 02:00:00,6820.0,8.45,
2020-01-06 02:15:00,6850.0,8.46,
2020-01-06 02:30:00,6850.0,8.46,
2020-01-06 02:45:00,6850.0,8.46,
2020-01-06 03:00:00,6870.0,8.47,
2020-01-06 03:15:00,6850.0,8.46,
2020-01-06 03:30:00,6870.0,8.47,
2020-01-06 03:45:00,6850.0,8.46,
2020-01-06 04:00:00,6850.0,8.46,
2020-01-06 04:15:00,6870.0,8.47,
2020-01-06 04:30:00,6870.0,8.47,
2020-01-06 04:45:00,6850.0,8.46,
2020-01-06 05:00:00,6850.0,8.46,
2020-01-06 05:15:00,6870.0,8.47,
2020-01-06 05:30:00,6870.0,8.47,
2020-01-06 05:45:00,6870.0,8.47,
2020-01-06 06:00:00,6900.0,8.48,
2020-01-06 06:15:00,6870.0,8.47,
2020-01-06 06:30:00,6920.0,8.49,
2020-01-06 06:45:00,6970.0,8.51,
2020-01-06 07:00:00,6970.0,8.51,
2020-01-06 07:15:00,6970.0,8.51,
2020-01-06 07:30:00,7020.0,8.53,
2020-01-06 07:45:00,7100.0,8.56,
2020-01-06 08:00:00,7100.0,8.56,
2020-01-06 08:15:00,7150.0,8.58,
2020-01-06 08:30:00,7180.0,8.59,
2020-01-06 08:45:00,7260.0,8.62,
2020-01-06 09:00:00,7310.0,8.64,
2020-01-06 09:15:00,7390.0,8.67,
2020-01-06 09:30:00,7440.0,8.69,
2020-01-06 09:45:00,7550.0,8.73,
2020-01-06 10:00:00,7630.0,8.76,
2020-01-06 10:15:00,7740.0,8.8,
2020-01-06 10:30:00,7870.0,8.85,
2020-01-06 10:45:00,8010.0,8.9,
2020-01-06 11:00:00,8120.0,8.94,
2020-01-06 11:15:00,8290.0,9.0,
2020-01-06 11:30:00,8430.0,9.05,
2020-01-06 11:45:00,8630.0,9.12,
2020-01-06 12:00:00,8780.0,9.17,
2020-01-06 12:15:00,8920.0,9.22,
2020-01-06 12:30:00,9160.0,9.3,
2020-01-06 12:45:00,9310.0,9.35,
2020-01-06 13:00:00,9550.0,9.43,
2020-01-06 13:15:00,9770.0,9.5,
2020-01-06 13:30:00,9990.0,9.57,
2020-01-06 13:45:00,10200.0,9.64,
2020-01-06 14:00:00,10500.0,9.72,
2020-01-06 14:15:00,10600.0,9.77,
2020-01-06 14:30:00,10900.0,9.86,
2020-01-06 14:45:00,11200.0,9.94,
2020-01-06 15:00:00,11500.0,10.04,
2020-01-06 15:15:00,11900.0,10.14,
2020-01-06 15:30:00,12300.0,10.25,
2020-01-06 15:45:00,12700.0,10.37,
2020-01-06 16:00:00,13200.0,10.51,
2020-01-06 16:15:00,13600.0,10.62,
2020-01-06 16:30:00,14100.0,10.76,
2020-01-06 16:45:00,14500.0,10.86,
2020-01-06 17:00:00,14900.0,10.97,
2020-01-06 17:15:00,15300.0,11.06,
2020-01-06 17:30:00,15700.0,11.16,
2020-01-06 17:45:00,16100.0,11.26,
2020-01-06 18:00:00,16600.0,11.37,
2020-01-06 18:15:00,16900.0,11.46,
2020-01-06 18:30:00,17200.0,11.53,
2020-01-06 18:45:00,17600.0,11.61,
2020-01-06 19:00:00,17900.0,11.69,
2020-01-06 19:15:00,18200.0,11.75,
2020-01-06 19:30:00,18500.0,11.83,
2020-01-06 19:45:00,19000.0,11.94,
2020-01-06 20:00:00,19400.0,12.01,
2020-01-06 20:15:00,19800.0,12.1,
2020-01-06 20:30:00,20100.0,12.17,
2020-01-06 20:45:00,20600.0,12.27,
2020-01-06 21:00:00,21000.0,12.36,
2020-01-06 21:15:00,21400.0,12.45,
2020-01-06 21:30:00,21800.0,12.53,
2020-01-06 21:45:00,22200.0,12.61,
2020-01-06 22:00:00,22800.0,12.72,
2020-01-06 22:15:00,23300.0,12.82,
2020-01-06 22:30:00,23800.0,12.93,
2020-01-06 22:45:00,24200.0,13.01,
2020-01-06 23:00:00,24800.0,13.12,
2020-01-06 23:15:00,25300.0,13.22,
2020-01-06 23:30:00,26100.0,13.37,
2020-01-06 23:45:00,26600.0,13.45,
2020-01-07 00:00:00,27000.0,13.53,
2020-01-07 00:15:00,27700.0,13.66,
2020-01-07 00:30:00,28400.0,13.78,
2020-01-07 00:45:00,28700.0,13.83,
2020-01-07 01:00:00,29400.0,13.96,
2020-01-07 01:15:00,30100.0,14.07,
2020-01-07 01:30:00,30400.0,14.12,
2020-01-07 01:45:00,31000.0,14.23,
2020-01-07 02:00:00,31200.0,14.26,
2020-01-07 02:15:00,32100.0,14.4,
2020-01-07 02:30:00,31900.0,14.38,
2020-01-07 02:45:00,32600.0,14.48,
2020-01-07 03:00:00,33200.0,14.58,
2020-01-07 03:15:00,33100.0,14.57,
2020-01-07 03:30:00,33400.0,14.62,
2020-01-07 03:45:00,33900.0,14.7,
2020-01-07 04:00:00,34000.0,14.71,
2020-01-07 04:15:00,34500.0,14.79,
2020-01-07 04:30:00,34600.0,14.8,
2020-01-07 04:45:00,34900.0,14.85,
2020-01-07 05:00:00,35100.0,14.89,
2020-01-07 05:15:00,35200.0,14.9,
2020-01-07 05:30:00,35700.0,14.98,
2020-01-07 05:45:00,36000.0,15.03,
2020-01-07 06:00:00,35500.0,14.95,
2020-01-07 06:15:00,36000.0,15.02,
2020-01-07 06:30:00,36400.0,15.09,
2020-01-07 06:45:00,36200.0,15.05,
2020-01-07 07:00:00,36200.0,15.05,
2020-01-07 07:15:00,36700.0,15.13,
2020-01-07 07:30:00,36700.0,15.13,
2020-01-07 07:45:00,36800.0,15.14,
2020-01-07 08:00:00,36800.0,15.14,
2020-01-07 08:15:00,36500.0,15.1,
2020-01-07 08:30:00,36300.0,15.07,
2020-01-07 08:45:00,36000.0,15.03,
