13.625,-0.0886,0.0103,0.1069,-0.0014,85,39,132,97,241,231,247,249
13.6875,-0.0921,0.009,0.1051,0.0023,162,136,249,60,246,245,245,241
13.75,-0.096,0.0042,0.1071,-0.0059,467,345,697,191,249,249,248,245
13.8125,-0.0978,0.0071,0.1046,-0.0087,166,79,169,277,249,245,248,249
13.875,-0.0958,0.004,0.1048,-0.0066,348,231,391,162,248,246,249,248
13.9375,-0.1067,-0.0042,0.0976,-0.0189,525,257,649,255,246,247,244,248
14,-0.1097,-0.0103,0.0921,-0.0207,298,144,390,139,243,244,241,247
14.0625,-0.1091,-0.0013,0.1021,-0.0104,99,90,135,52,243,245,247,242
14.125,-0.1073,0.0004,0.1035,-0.0175,255,101,495,264,249,244,248,247
14.1875,-0.1032,-0.0029,0.0878,-0.0162,376,219,305,195,252,245,246,248
14.25,-0.1,0.0118,0.1077,-0.0081,82,37,132,54,241,230,246,234
14.3125,-0.1072,-0.0053,0.095,-0.0211,500,288,774,292,250,247,244,246
14.375,-0.0946,0.0066,0.1077,-0.0052,257,254,321,171,246,247,247,248
14.4375,-0.0928,0.0094,0.1048,-0.0029,98,49,142,141,242,238,244,244
14.5,-0.0911,0.0093,0.1115,-0.001,159,104,363,369,245,243,248,244
14.5625,-0.0905,0.009,0.1093,-0.0012,261,188,572,90,247,246,248,245
14.625,-0.1024,-0.005,0.0887,-0.0134,359,152,248,178,245,243,247,247
14.6875,-0.0743,0.0071,0.1027,-0.0013,43,40,54,64,226,231,234,245
14.75,-0.096,0.0026,0.106,-0.0075,108,115,152,45,244,242,245,234
14.8125,-0.0999,-0.0048,0.0904,-0.0113,148,86,146,75,244,242,244,240
14.875,-0.0834,0.0115,0.111,-0.0003,59,36,76,123,236,232,245,245
14.9375,-0.1021,0.0035,0.1071,-0.0105,228,118,322,254,244,242,245,249
15,-0.0954,0.0074,0.1021,-0.0076,92,79,70,94,239,244,242,245
15.0625,-0.0996,0.007,0.1069,-0.0063,235,170,496,142,245,245,246,245
15.125,-0.1007,0.0033,0.0983,-0.0107,393,218,156,195,247,250,250,248
15.1875,-0.096,0.0096,0.1112,-0.0053,300,132,412,237,247,244,249,248
15.25,-0.1054,-0.004,0.0982,-0.0159,662,258,834,379,246,246,242,247
15.3125,-0.0961,0.0049,0.1124,-0.0035,75,81,64,47,242,244,243,239
15.375,-0.1053,-0.0007,0.1003,-0.0071,425,233,613,412,246,245,244,246
15.4375,-0.1015,0.0001,0.1028,-0.0127,132,54,121,113,242,239,250,246
15.5,-0.1023,0.002,0.1082,-0.0082,383,219,880,350,249,248,246,247
15.5625,-0.1048,-0.0032,0.0976,-0.0119,632,220,586,649,252,246,245,249
15.625,-0.101,-0.0023,0.0975,-0.0125,83,54,165,50,240,239,250,239
15.6875,-0.1017,-0.001,0.0938,-0.014,348,272,404,151,247,246,246,247
15.75,-0.1032,-0.0041,0.0996,-0.0153,325,156,310,162,248,246,249,248
15.8125,-0.1009,-0.0002,0.1017,-0.0057,113,76,220,79,239,244,245,242
15.875,-0.0949,0.003,0.1025,-0.0061,386,211,422,219,247,249,249,249
15.9375,-0.1025,-0.0075,0.0958,-0.0175,748,400,1057,292,249,245,244,246
16,-0.0838,0.0063,0.0903,-0.0042,52,42,55,28,228,236,231,221
16.0625,-0.1053,-0.0037,0.1006,-0.0156,172,135,481,99,245,246,246,243
16.125,-0.0991,0.0044,0.1031,-0.01,442,230,309,176,244,250,246,246
16.1875,-0.0917,0.0115,0.109,-0.0028,109,127,97,75,244,247,241,241
16.25,-0.101,0.0086,0.106,-0.0078,78,59,140,40,239,240,245,225
16.3125,-0.0962,0.0082,0.1049,-0.0117,289,201,300,71,248,245,245,244
16.375,-0.1058,0.0025,0.1057,-0.0135,137,68,200,129,245,241,244,245
16.4375,-0.096,0.0058,0.1014,-0.0088,76,57,101,56,237,241,241,238
16.5,-0.096,0.0066,0.1134,-0.0054,261,113,323,207,248,244,245,249
16.5625,-0.098,0.0052,0.104,-0.0087,357,161,497,249,255,245,247,248
16.625,-0.1025,-0.0013,0.1028,-0.0115,429,176,654,348,249,244,245,247
16.6875,-0.0956,0.0062,0.1107,-0.0063,248,126,282,199,247,243,247,248
16.75,-0.0977,0.0023,0.1073,-0.0052,212,155,311,194,245,242,248,246
16.8125,-0.1008,0.0015,0.1036,-0.0039,112,49,116,83,240,236,245,245
16.875,-0.0979,0.0012,0.1047,-0.0047,401,275,729,189,249,245,245,243
16.9375,-0.0985,0.0005,0.1043,-0.0065,354,201,311,106,249,244,251,248
17,-0.097,-0.0002,0.0987,-0.0092,282,157,384,123,243,245,247,246
17.0625,-0.0899,0.0058,0.1067,-0.0033,152,160,117,78,246,249,245,247
17.125,-0.0917,0.0096,0.101,-0.0072,101,129,589,154,242,249,248,245
17.1875,-0.1004,-0.0041,0.0914,-0.0104,489,260,479,235,250,246,245,247
17.25,-0.0962,0.0055,0.0977,-0.0135,243,146,247,215,245,247,245,248
17.3125,-0.0947,0.0128,0.1049,-0.0086,105,102,121,101,245,247,244,246
17.375,-0.0978,0.005,0.1065,-0.0039,164,151,157,66,242,248,243,247
17.4375,-0.0968,0.0032,0.1019,-0.0096,415,177,653,281,249,240,245,248
17.5,-0.0977,0.0077,0.1031,-0.0055,118,59,157,86,242,241,242,244
17.5625,-0.1009,0.0013,0.0995,-0.0135,273,153,670,171,253,252,243,248
17.625,-0.1007,0.0011,0.101,-0.012,608,367,727,241,246,250,248,247
17.6875,-0.0993,0.0022,0.1013,-0.0097,197,123,293,68,246,243,247,245
17.75,-0.105,0.0059,0.1039,-0.0086,118,48,160,87,247,233,243,243
17.8125,-0.0987,0.0034,0.1051,-0.0067,79,56,138,71,238,238,244,244
17.875,-0.0992,-0.0001,0.1045,-0.007,402,277,517,330,247,248,248,247
17.9375,-0.0915,0.0066,0.106,0.0007,97,55,159,132,241,240,247,245
18,-0.0925,0.0041,0.1051,-0.0026,694,519,1105,209,247,249,246,248
18.0625,-0.0928,0.0059,0.1039,-0.0006,301,187,416,75,247,245,243,246
18.125,-0.0874,0.0054,0.0976,-0.0032,75,42,79,73,241,235,243,243
18.1875,-0.0941,0.0036,0.0995,-0.0076,332,244,689,176,246,246,246,248
18.25,-0.0947,0.0017,0.0969,-0.0107,367,191,407,115,248,253,246,246
18.3125,-0.0938,0.0056,0.1068,-0.0073,159,92,287,221,247,240,247,246
18.375,-0.0905,0.0044,0.1069,-0.0053,58,26,73,40,231,218,246,234
18.4375,-0.0841,0.0088,0.1043,-0.0006,49,30,85,48,232,233,243,242
18.5,-0.0806,0.0112,0.1105,-0.007,58,43,91,90,234,236,246,246
18.5625,-0.1021,0.0002,0.0969,-0.0156,542,239,788,287,250,244,245,246
18.625,-0.0946,0.0078,0.1064,-0.0069,75,96,111,75,237,246,245,245
18.6875,-0.1058,0.0013,0.1105,-0.0142,220,47,247,173,247,237,246,244
18.75,-0.0982,0.0054,0.1096,-0.0058,244,111,466,359,248,244,246,249
18.8125,-0.0954,0.0088,0.1097,-0.0019,75,37,153,82,239,226,246,250
18.875,-0.0932,0.0057,0.108,-0.0033,408,262,851,279,247,245,246,248
18.9375,-0.0927,0.0047,0.1072,-0.0027,376,244,361,228,248,246,246,246
19,-0.0803,0.01,0.1055,0.0065,59,78,81,48,233,243,244,244
19.0625,-0.0796,0.0078,0.1023,0.0059,117,108,144,118,244,247,246,245
19.125,-0.0893,0.0063,0.1051,0.001,150,154,317,162,245,253,244,245
19.1875,-0.0967,-0.0021,0.0944,-0.0001,134,104,53,33,249,246,232,229
19.25,-0.0836,0.0108,0.1087,-0.0012,47,26,67,62,229,209,244,246
19.3125,-0.0925,0.0111,0.1076,-0.0045,145,73,321,344,245,244,248,247
19.375,-0.089,0.0067,0.1056,-0.0161,40,22,46,47,227,191,235,244
19.4375,-0.0697,0.0096,0.1068,-0.0055,28,25,38,22,198,207,228,197
19.5,-0.0672,0.0198,0.1068,0.002,31,27,35,23,198,220,226,201
19.5625,-0.0677,0.0184,0.1106,-0.0022,28,22,45,23,194,193,236,204
19.625,-0.0933,0.0115,0.1062,-0.0063,262,180,414,58,247,246,252,243
19.6875,-0.0937,0.0124,0.1088,-0.0069,161,62,301,235,247,242,247,246
19.75,-0.0893,0.0109,0.1055,-0.0012,111,91,317,302,244,246,250,250
19.8125,-0.0965,0.0046,0.108,-0.0092,221,107,245,151,247,245,247,247
19.875,-0.0968,0.0005,0.0956,-0.0107,91,75,73,52,246,250,237,243
19.9375,-0.0933,0.0065,0.101,-0.0024,60,60,203,54,235,243,245,238
20,-0.0956,-0.0033,0.0986,-0.0052,168,120,137,61,247,244,243,243
20.0625,-0.1003,-0.0026,0.1001,-0.0086,369,214,585,112,248,245,247,245
20.125,-0.0967,0.0025,0.1122,-0.0044,169,54,205,125,247,237,248,245
20.1875,-0.0931,0.0046,0.1097,-0.0027,158,127,342,128,245,246,246,250
20.25,-0.099,-0.0012,0.1023,-0.0061,176,73,183,214,244,246,245,246
20.3125,-0.1024,-0.0003,0.1058,-0.0121,538,275,857,384,244,245,245,248
20.375,-0.104,0.0018,0.1043,-0.0062,79,38,121,115,240,235,246,247
20.4375,-0.0922,0.0049,0.1,-0.0066,52,26,59,44,237,219,245,240
20.5,-0.0956,0.0091,0.1086,-0.0071,132,132,373,212,247,246,248,247
20.5625,-0.0935,0.0092,0.0996,-0.0091,271,165,502,367,247,247,251,248
20.625,-0.0802,0.0147,0.103,-0.0028,62,46,77,28,237,238,241,221
